metabolites,numerator,denominator,p-value,q-value,FC
adenine,GL405,CK10,0.3485,0.9872,1.45
1-methyladenine,GL405,CK10,0.9966,1.0000,1.03
N1-methyladenosine,GL405,CK10,0.9221,0.9959,1.01
N6-methyladenosine,GL405,CK10,0.5063,0.9959,0.67
isopentenyl adenosine,GL405,CK10,0.8932,0.9959,0.91
N6-carbamoylthreonyladenosine,GL405,CK10,0.6637,0.9959,1.00
2'-deoxyadenosine 5'-monophosphate,GL405,CK10,0.8315,0.9959,1.16
N6-succinyladenosine,GL405,CK10,0.0933,0.8077,0.45
guanosine 5'-diphosphate (GDP),GL405,CK10,0.9734,1.0000,1.88
guanosine 5'-monophosphate (5'-GMP),GL405,CK10,0.9332,0.9959,0.23
guanosine 3'-monophosphate (3'-GMP),GL405,CK10,0.4347,0.9959,0.36
"guanosine-2',3'-cyclic monophosphate",GL405,CK10,0.9927,1.0000,1.54
guanosine,GL405,CK10,0.3338,0.9811,0.66
guanine,GL405,CK10,0.7306,0.9959,0.78
1-methylguanine,GL405,CK10,0.4978,0.9959,1.76
7-methylguanine,GL405,CK10,0.3965,0.9959,0.64
7-methylguanosine,GL405,CK10,0.8762,0.9959,1.14
N1-methylguanosine,GL405,CK10,0.9872,1.0000,0.96
N2-methylguanosine,GL405,CK10,0.4754,0.9959,1.24
"N2,N2-dimethylguanosine",GL405,CK10,0.8511,0.9959,1.27
"N2,N2-dimethylguanine",GL405,CK10,0.8718,0.9959,1.09
8-hydroxyguanine,GL405,CK10,0.0118,0.5045,0.07
2'-deoxyguanosine 5'-monophosphate (dGMP),GL405,CK10,0.8200,0.9959,1.10
2'-deoxyguanosine,GL405,CK10,0.1695,0.8332,0.41
N-carbamoylaspartate,GL405,CK10,0.0729,0.7387,5.67
dihydroorotate,GL405,CK10,0.1093,0.8077,3.24
orotate,GL405,CK10,0.5288,0.9959,1.38
orotidine,GL405,CK10,0.8868,0.9959,0.84
uridine 5'-diphosphate (UDP),GL405,CK10,0.6421,0.9959,0.90
uridine 5'-monophosphate (UMP),GL405,CK10,0.9289,0.9959,0.43
uridine 3'-monophosphate (3'-UMP),GL405,CK10,0.3923,0.9959,0.55
"uridine-2',3'-cyclic monophosphate",GL405,CK10,0.4329,0.9959,1.83
uridine,GL405,CK10,0.3398,0.9872,0.67
uracil,GL405,CK10,0.7838,0.9959,0.81
pseudouridine,GL405,CK10,0.5709,0.9959,1.46
"5,6-dihydrouridine",GL405,CK10,0.7520,0.9959,1.39
2'-O-methyluridine,GL405,CK10,0.9082,0.9959,1.12
5-methyluridine (ribothymidine),GL405,CK10,0.0999,0.8077,0.41
"5,6-dihydrouracil",GL405,CK10,0.1152,0.8077,3.16
2'-deoxyuridine 5'-monophosphate,GL405,CK10,0.7712,0.9959,0.65
2'-deoxyuridine,GL405,CK10,0.4580,0.9959,0.37
3-ureidopropionate,GL405,CK10,0.7701,0.9959,0.89
beta-alanine,GL405,CK10,0.6882,0.9959,1.22
3-(3-amino-3-carboxypropyl)uridine*,GL405,CK10,0.3669,0.9959,1.25
cytidine diphosphate,GL405,CK10,0.4575,0.9959,1.75
cytidine 5'-monophosphate (5'-CMP),GL405,CK10,0.8383,0.9959,1.15
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),GL405,CK10,0.3564,0.9925,0.67
"cytidine 2',3'-cyclic monophosphate",GL405,CK10,0.9934,1.0000,1.28
cytidine,GL405,CK10,0.9435,0.9959,1.29
cytosine,GL405,CK10,0.9948,1.0000,1.12
3-methylcytidine,GL405,CK10,0.9372,0.9959,0.97
5-methylcytidine,GL405,CK10,0.5343,0.9959,2.72
2'-deoxycytidine 5'-monophosphate,GL405,CK10,0.8083,0.9959,0.82
2'-deoxycytidine,GL405,CK10,0.7034,0.9959,0.64
2'-O-methylcytidine,GL405,CK10,0.5651,0.9959,1.74
thymidine 5'-monophosphate,GL405,CK10,0.8389,0.9959,0.89
thymidine,GL405,CK10,0.2503,0.9273,0.41
thymine,GL405,CK10,0.2576,0.9319,0.36
"5,6-dihydrothymine",GL405,CK10,0.5578,0.9959,1.52
3-aminoisobutyrate,GL405,CK10,0.6542,0.9959,0.87
methylphosphate,GL405,CK10,0.3017,0.9523,0.32
(3'-5')-adenylylcytidine,GL405,CK10,0.8884,0.9959,1.27
(3'-5')-adenylylguanosine*,GL405,CK10,0.7569,0.9959,1.54
(3'-5')-adenylyluridine,GL405,CK10,0.6653,0.9959,2.17
(3'-5')-adenylyladenosine*,GL405,CK10,0.8413,0.9959,1.32
(3'-5')-cytidylyladenosine,GL405,CK10,0.6592,0.9959,0.93
(3'-5')-cytidylylcytidine*,GL405,CK10,0.9575,0.9979,1.29
(3'-5')-cytidylylguanosine,GL405,CK10,1.0000,1.0000,1.00
(3'-5')-cytidylyluridine*,GL405,CK10,0.4410,0.9959,2.57
(3'-5')-guanylylcytidine,GL405,CK10,0.5055,0.9959,1.96
(3'-5')-guanylyluridine,GL405,CK10,1.0000,1.0000,1.00
(3'-5')-uridylylcytidine*,GL405,CK10,0.4206,0.9959,1.35
(3'-5')-uridylyluridine,GL405,CK10,0.7805,0.9959,1.29
(3'-5')-uridylyladenosine,GL405,CK10,0.6630,0.9959,1.83
quinolinate,GL405,CK10,0.5871,0.9959,0.81
nicotinate,GL405,CK10,0.4556,0.9959,1.11
nicotinate ribonucleoside,GL405,CK10,0.4366,0.9959,0.29
nicotinic acid mononucleotide (NaMN),GL405,CK10,0.9910,1.0000,1.71
nicotinamide,GL405,CK10,0.3273,0.9729,1.66
nicotinamide ribonucleotide (NMN),GL405,CK10,0.2221,0.8869,2.51
nicotinamide riboside,GL405,CK10,0.8567,0.9959,1.10
nicotinamide adenine dinucleotide (NAD+),GL405,CK10,0.4080,0.9959,1.69
6-hydroxynicotinate,GL405,CK10,0.4948,0.9959,1.13
trigonelline (N'-methylnicotinate),GL405,CK10,0.1245,0.8077,4.17
riboflavin (vitamin B2),GL405,CK10,0.4373,0.9959,1.17
flavin adenine dinucleotide (FAD),GL405,CK10,0.5956,0.9959,1.22
flavin mononucleotide (FMN),GL405,CK10,0.4328,0.9959,1.19
pantoate,GL405,CK10,0.0820,0.7891,0.62
pantothenate,GL405,CK10,0.9089,0.9959,0.97
pantethine,GL405,CK10,0.9552,0.9967,0.96
pantetheine,GL405,CK10,0.1484,0.8130,0.35
phosphopantetheine,GL405,CK10,0.9826,1.0000,1.00
3'-dephosphocoenzyme A,GL405,CK10,0.3178,0.9672,1.71
coenzyme A,GL405,CK10,0.6314,0.9959,1.28
ascorbate (vitamin C),GL405,CK10,0.6279,0.9959,1.35
dehydroascorbate,GL405,CK10,0.9448,0.9959,0.88
threonate,GL405,CK10,0.1564,0.8219,1.46
gulonate*,GL405,CK10,0.5626,0.9959,1.09
biotin,GL405,CK10,0.7288,0.9959,1.09
5-methyltetrahydrofolate (5MeTHF),GL405,CK10,0.0128,0.5171,4.34
biopterin,GL405,CK10,0.0068,0.3989,0.47
dihydrobiopterin,GL405,CK10,0.1261,0.8077,0.63
pterin,GL405,CK10,0.1613,0.8219,0.54
xanthopterin,GL405,CK10,0.5368,0.9959,1.48
protoporphyrin IX,GL405,CK10,0.1501,0.8140,0.74
heme,GL405,CK10,0.6343,0.9959,4.39
biliverdin,GL405,CK10,0.1813,0.8554,1.35
thiamin (vitamin B1),GL405,CK10,0.1023,0.8077,2.49
thiamin monophosphate,GL405,CK10,0.0248,0.5529,1.57
thiamin diphosphate,GL405,CK10,0.2490,0.9271,3.29
carotene diol (1),GL405,CK10,0.8127,0.9959,1.14
pyridoxamine,GL405,CK10,0.8854,0.9959,1.06
pyridoxamine phosphate,GL405,CK10,0.9681,1.0000,0.96
pyridoxal phosphate,GL405,CK10,0.7796,0.9959,0.91
pyridoxal,GL405,CK10,0.1646,0.8219,1.46
pyridoxate,GL405,CK10,0.3403,0.9872,1.84
benzoate,GL405,CK10,0.3133,0.9611,2.32
4-hydroxybenzoate,GL405,CK10,0.1754,0.8496,0.60
catechol,GL405,CK10,0.1241,0.8077,0.50
anthraniloyl-O-glucose,GL405,CK10,0.9972,1.0000,1.17
1-methylxanthine,GL405,CK10,0.7044,0.9959,1.28
2-piperidinone,GL405,CK10,0.6594,0.9959,1.36
3-dehydroshikimate,GL405,CK10,0.6442,0.9959,2.17
"2,3-dihydroxyisovalerate",GL405,CK10,0.6388,0.9959,1.00
dipicolinate,GL405,CK10,1.0000,1.0000,1.00
2-isopropylmalate,GL405,CK10,0.6843,0.9959,1.30
3-formylindole,GL405,CK10,0.0078,0.3989,0.26
3-hydroxyindolin-2-one,GL405,CK10,0.1325,0.8077,1.14
gluconate,GL405,CK10,0.0332,0.5791,0.35
ciliatine (2-aminoethylphosphonate),GL405,CK10,0.9324,0.9959,2.54
ergothioneine,GL405,CK10,0.4701,0.9959,4.31
erythritol,GL405,CK10,0.3545,0.9923,0.74
quinate,GL405,CK10,0.7838,0.9959,1.54
histidine betaine (hercynine)*,GL405,CK10,0.0833,0.7891,6.31
homostachydrine*,GL405,CK10,0.5178,0.9959,0.63
mannonate*,GL405,CK10,0.3013,0.9523,0.21
stachydrine,GL405,CK10,0.0726,0.7387,0.46
ethyl alpha-glucopyranoside,GL405,CK10,0.0000,0.0109,243.86
methyl glucopyranoside (alpha + beta),GL405,CK10,0.6024,0.9959,0.63
harmane,GL405,CK10,0.5277,0.9959,1.24
2-ketogluconate,GL405,CK10,0.1940,0.8554,0.18
"9,10-methylenehexadecanoate**",GL405,CK10,0.3446,0.9872,0.63
2-dimethylaminoethanol,GL405,CK10,0.1311,0.8077,0.58
3-indoleglyoxylic acid,GL405,CK10,0.7618,0.9959,0.94
ethyl beta-glucopyranoside,GL405,CK10,0.0177,0.5529,5.10
pyochelin,GL405,CK10,0.2685,0.9421,0.39
lactobacillic acid,GL405,CK10,0.5570,0.9959,0.79
7-chlorotryptophan,GL405,CK10,0.3058,0.9575,0.37
pyrrolnitrin,GL405,CK10,0.2095,0.8801,0.09
5-fluorouracil,GL405,CK10,0.8787,0.9959,1.08
salicylate,GL405,CK10,0.6237,0.9959,0.99
S-carboxymethyl-cysteine,GL405,CK10,0.7200,0.9959,1.14
sulfate*,GL405,CK10,0.6742,0.9959,1.16
O-sulfo-tyrosine,GL405,CK10,0.7399,0.9959,1.15
ectoine,GL405,CK10,0.0224,0.5529,661.39
glycerol 2-phosphate,GL405,CK10,0.0050,0.3989,0.33
"2,4-di-tert-butylphenol",GL405,CK10,0.8200,0.9959,0.85
thioproline,GL405,CK10,0.3128,0.9611,1.46
glutamine_degradant*,GL405,CK10,0.5185,0.9959,0.77
X-10445,GL405,CK10,0.1481,0.8130,7.83
X-11580,GL405,CK10,0.9343,0.9959,1.00
X-11612,GL405,CK10,0.6406,0.9959,0.89
X-11615,GL405,CK10,0.2948,0.9491,0.36
X-11787,GL405,CK10,0.7023,0.9959,1.28
X-11795,GL405,CK10,0.9055,0.9959,1.54
X-12026,GL405,CK10,0.2004,0.8657,1.69
X-12100,GL405,CK10,0.7322,0.9959,1.03
X-12101,GL405,CK10,0.7322,0.9959,1.40
X-12411,GL405,CK10,0.0300,0.5529,0.48
X-12462,GL405,CK10,0.0723,0.7387,5.22
X-13507,GL405,CK10,0.8780,0.9959,1.04
X-14056,GL405,CK10,0.0444,0.6194,0.37
X-14254,GL405,CK10,0.7815,0.9959,1.70
X-15161,GL405,CK10,0.0340,0.5791,0.23
X-15245,GL405,CK10,0.0923,0.8077,0.13
X-15461,GL405,CK10,0.4227,0.9959,0.77
X-15520,GL405,CK10,0.7532,0.9959,1.52
X-15853,GL405,CK10,0.9107,0.9959,1.09
X-16938,GL405,CK10,0.8550,0.9959,1.01
X-17009,GL405,CK10,0.3487,0.9872,0.46
X-17335,GL405,CK10,0.7263,0.9959,1.03
X-17761,GL405,CK10,0.2255,0.8869,1.61
X-17877,GL405,CK10,0.9974,1.0000,1.16
X-18278,GL405,CK10,0.9600,0.9991,1.15
X-20100,GL405,CK10,0.8305,0.9959,0.76
X-20172,GL405,CK10,0.9210,0.9959,1.23
X-20716,GL405,CK10,0.7677,0.9959,1.71
X-20747,GL405,CK10,0.4950,0.9959,4.04
X-21353,GL405,CK10,0.6136,0.9959,1.51
X-21607,GL405,CK10,0.2154,0.8869,0.49
X-21796,GL405,CK10,0.7662,0.9959,0.97
X-22062,GL405,CK10,0.9892,1.0000,1.01
X-22776,GL405,CK10,0.5550,0.9959,1.33
X-23109,GL405,CK10,0.3373,0.9872,0.62
X-23587,GL405,CK10,0.7244,0.9959,0.72
X-23593,GL405,CK10,0.9204,0.9959,1.16
X-23639,GL405,CK10,0.6362,0.9959,1.40
X-23648,GL405,CK10,0.2821,0.9491,11.38
X-23654,GL405,CK10,0.2543,0.9288,0.48
X-23662,GL405,CK10,0.8497,0.9959,1.10
X-23672,GL405,CK10,0.8343,0.9959,0.87
X-23739,GL405,CK10,0.2793,0.9491,0.38
X-24243,GL405,CK10,0.9140,0.9959,0.86
X-24425,GL405,CK10,0.9216,0.9959,0.94
X-24456,GL405,CK10,0.4132,0.9959,1.25
X-24608,GL405,CK10,0.3966,0.9959,1.64
X-24697,GL405,CK10,0.6338,0.9959,0.71
X-24728,GL405,CK10,0.7397,0.9959,1.27
X-24729,GL405,CK10,0.9046,0.9959,1.40
X-24807,GL405,CK10,0.0918,0.8077,0.50
X-25004,GL405,CK10,0.4621,0.9959,0.60
X-25009,GL405,CK10,0.6831,0.9959,1.52
X-25026,GL405,CK10,0.7080,0.9959,1.07
X-25080,GL405,CK10,0.3447,0.9872,0.49
X-25102,GL405,CK10,0.6137,0.9959,0.72
X-25109,GL405,CK10,0.0540,0.6471,0.47
X-25111,GL405,CK10,0.4145,0.9959,0.60
X-25180,GL405,CK10,0.1369,0.8077,1.56
X-25551,GL405,CK10,0.9384,0.9959,0.97
X-25563,GL405,CK10,0.8605,0.9959,0.81
X-25594,GL405,CK10,0.2189,0.8869,1.65
X-25837,GL405,CK10,0.1418,0.8077,0.63
X-25936,GL405,CK10,0.7948,0.9959,0.79
X-25940,GL405,CK10,0.6597,0.9959,1.12
X-25948,GL405,CK10,0.8024,0.9959,0.84
X-25955,GL405,CK10,0.2912,0.9491,2.31
X-25984,GL405,CK10,0.4627,0.9959,0.63
X-26008,GL405,CK10,0.0517,0.6471,11.46
X-26094,GL405,CK10,0.9423,0.9959,1.21
X-26095,GL405,CK10,0.6723,0.9959,0.90
X-26127,GL405,CK10,0.6463,0.9959,0.98
glycine,GL405,CL2355,0.3083,0.8597,1.22
N-acetylglycine,GL405,CL2355,0.8005,1.0000,1.12
sarcosine,GL405,CL2355,0.0550,0.6028,0.33
dimethylglycine,GL405,CL2355,0.0256,0.5317,0.27
betaine,GL405,CL2355,0.5681,0.9639,1.43
betaine aldehyde,GL405,CL2355,0.0304,0.5317,0.87
serine,GL405,CL2355,0.2541,0.7955,1.69
N-acetylserine,GL405,CL2355,0.8075,1.0000,0.89
3-phosphoserine,GL405,CL2355,0.3360,0.8617,2.79
threonine,GL405,CL2355,0.6563,0.9923,1.16
N-acetylthreonine,GL405,CL2355,0.8354,1.0000,0.91
O-acetylhomoserine,GL405,CL2355,0.4128,0.8889,0.74
homoserine lactone,GL405,CL2355,0.5534,0.9560,1.26
alanine,GL405,CL2355,0.6995,0.9985,1.08
N-acetylalanine,GL405,CL2355,0.8957,1.0000,0.90
aspartate,GL405,CL2355,0.8835,1.0000,0.80
N-acetylaspartate (NAA),GL405,CL2355,0.8614,1.0000,1.18
asparagine,GL405,CL2355,0.0709,0.6708,16.32
N-acetylasparagine,GL405,CL2355,0.9202,1.0000,1.01
glutamate,GL405,CL2355,0.5586,0.9589,0.83
glutamine,GL405,CL2355,0.3685,0.8779,2.33
alpha-ketoglutaramate*,GL405,CL2355,0.6662,0.9923,1.37
N-acetylglutamate,GL405,CL2355,0.2246,0.7883,0.54
N-acetylglutamine,GL405,CL2355,0.6145,0.9799,0.72
4-hydroxyglutamate,GL405,CL2355,0.7187,0.9985,1.86
"glutamate, gamma-methyl ester",GL405,CL2355,0.3396,0.8617,0.47
S-1-pyrroline-5-carboxylate,GL405,CL2355,0.1408,0.7814,2.59
propionylglutamine,GL405,CL2355,0.1558,0.7883,3.05
histidine,GL405,CL2355,0.5785,0.9679,1.21
1-methylhistidine,GL405,CL2355,0.9043,1.0000,1.11
3-methylhistidine,GL405,CL2355,0.8767,1.0000,1.18
N-acetylhistidine,GL405,CL2355,0.3735,0.8803,1.50
N-acetyl-3-methylhistidine*,GL405,CL2355,0.7077,0.9985,0.93
N-acetyl-1-methylhistidine*,GL405,CL2355,0.6369,0.9869,1.22
trans-urocanate,GL405,CL2355,0.7212,0.9985,1.26
cis-urocanate,GL405,CL2355,0.9097,1.0000,1.09
imidazole propionate,GL405,CL2355,0.7469,0.9985,0.79
formiminoglutamate,GL405,CL2355,0.7766,0.9994,0.94
imidazole lactate,GL405,CL2355,0.0845,0.6876,0.59
1-methyl-5-imidazoleacetate,GL405,CL2355,0.2654,0.8080,1.86
1-ribosyl-imidazoleacetate*,GL405,CL2355,1.0000,1.0000,1.00
4-imidazoleacetate,GL405,CL2355,0.7123,0.9985,1.26
N-acetylhistamine,GL405,CL2355,0.9821,1.0000,1.03
histidine methyl ester,GL405,CL2355,0.6712,0.9923,0.86
lysine,GL405,CL2355,0.0319,0.5317,57.86
N2-acetyllysine,GL405,CL2355,0.5189,0.9427,1.31
N6-acetyllysine,GL405,CL2355,0.3516,0.8654,2.70
"N2,N6-diacetyllysine",GL405,CL2355,0.9823,1.0000,1.02
N6-methyllysine,GL405,CL2355,0.9009,1.0000,1.31
"N6,N6,N6-trimethyllysine",GL405,CL2355,0.1954,0.7883,1.60
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,CL2355,0.0007,0.2737,2.90
5-hydroxylysine,GL405,CL2355,0.8747,1.0000,0.95
fructosyllysine,GL405,CL2355,0.0096,0.3859,6.08
saccharopine,GL405,CL2355,0.6703,0.9923,1.41
2-aminoadipate,GL405,CL2355,0.4986,0.9320,1.93
2-oxoadipate,GL405,CL2355,0.9015,1.0000,0.86
pipecolate,GL405,CL2355,0.7651,0.9985,0.81
6-oxopiperidine-2-carboxylate,GL405,CL2355,0.7384,0.9985,1.16
cadaverine,GL405,CL2355,0.0978,0.7028,0.83
N-acetyl-cadaverine,GL405,CL2355,0.1257,0.7480,4.24
5-aminovalerate,GL405,CL2355,0.4982,0.9320,0.63
"N,N,N-trimethyl-5-aminovalerate",GL405,CL2355,0.4037,0.8842,1.14
phenylalanine,GL405,CL2355,0.4892,0.9288,1.29
N-acetylphenylalanine,GL405,CL2355,0.7075,0.9985,1.40
phenylpyruvate,GL405,CL2355,0.2126,0.7883,0.56
phenyllactate (PLA),GL405,CL2355,0.2413,0.7946,0.77
phenethylamine,GL405,CL2355,0.1851,0.7883,0.32
phenylacetate,GL405,CL2355,0.5219,0.9442,0.60
2-hydroxyphenylacetate,GL405,CL2355,0.0451,0.5685,0.32
4-hydroxyphenylacetate,GL405,CL2355,0.8782,1.0000,0.90
tyrosine,GL405,CL2355,0.5952,0.9777,1.25
N-acetyltyrosine,GL405,CL2355,0.2000,0.7883,2.58
tyramine,GL405,CL2355,0.4971,0.9320,1.35
4-hydroxyphenylpyruvate,GL405,CL2355,0.1463,0.7847,0.60
homogentisate,GL405,CL2355,0.5468,0.9502,2.09
3-(4-hydroxyphenyl)lactate,GL405,CL2355,0.1049,0.7060,0.65
dopamine,GL405,CL2355,0.9925,1.0000,0.85
o-tyrosine,GL405,CL2355,0.8225,1.0000,1.09
O-methyltyrosine,GL405,CL2355,0.3403,0.8617,0.75
gentisate,GL405,CL2355,0.0773,0.6752,3.30
N-formylphenylalanine,GL405,CL2355,0.2803,0.8431,1.61
tryptophan,GL405,CL2355,0.4521,0.8961,1.27
N-acetyltryptophan,GL405,CL2355,0.5348,0.9502,1.88
C-glycosyltryptophan,GL405,CL2355,0.5792,0.9679,0.97
oxindolylalanine,GL405,CL2355,0.8861,1.0000,1.06
N-formylkynurenine,GL405,CL2355,0.4076,0.8842,0.79
kynurenine,GL405,CL2355,0.6361,0.9869,1.41
kynurenate,GL405,CL2355,0.8694,1.0000,0.95
N-formylanthranilic acid,GL405,CL2355,0.0366,0.5317,4.04
anthranilate,GL405,CL2355,0.4796,0.9196,1.41
picolinate,GL405,CL2355,0.9160,1.0000,0.96
N-acetylserotonin,GL405,CL2355,0.1430,0.7814,0.32
indolelactate,GL405,CL2355,0.0338,0.5317,0.54
indoleacetate,GL405,CL2355,0.3736,0.8803,0.33
tryptophol,GL405,CL2355,0.4233,0.8905,0.38
indole-3-carboxylate,GL405,CL2355,0.3105,0.8597,0.63
leucine,GL405,CL2355,0.4862,0.9288,1.34
N-acetylleucine,GL405,CL2355,0.9901,1.0000,0.98
4-methyl-2-oxopentanoate,GL405,CL2355,0.8121,1.0000,1.29
alpha-hydroxyisocaproate,GL405,CL2355,0.6983,0.9985,1.25
isovaleryl/2-methylbutyryl CoA,GL405,CL2355,0.6838,0.9944,0.62
isovalerate (i5:0),GL405,CL2355,0.5199,0.9427,1.56
isovalerylglycine,GL405,CL2355,0.3126,0.8597,1.52
isovalerylcarnitine (C5),GL405,CL2355,0.3717,0.8803,0.72
beta-hydroxyisovalerate,GL405,CL2355,0.8075,1.0000,0.90
beta-hydroxyisovaleroylcarnitine,GL405,CL2355,0.0347,0.5317,2.05
beta-hydroxyisovalerylglycine,GL405,CL2355,0.6126,0.9799,1.43
3-methylglutaconate,GL405,CL2355,0.8096,1.0000,0.88
isoleucine,GL405,CL2355,0.6023,0.9777,1.26
N-acetylisoleucine,GL405,CL2355,0.7757,0.9994,0.86
3-methyl-2-oxovalerate,GL405,CL2355,0.9296,1.0000,1.20
2-hydroxy-3-methylvalerate,GL405,CL2355,0.7964,1.0000,1.23
2-methylbutyrylcarnitine (C5),GL405,CL2355,0.6060,0.9785,1.28
tiglylcarnitine (C5:1-DC),GL405,CL2355,0.9393,1.0000,1.09
ethylmalonate,GL405,CL2355,0.6963,0.9985,0.92
methylsuccinate,GL405,CL2355,0.6452,0.9908,0.86
valine,GL405,CL2355,0.4625,0.9024,1.32
N-acetylvaline,GL405,CL2355,0.4442,0.8918,1.56
3-methyl-2-oxobutyrate,GL405,CL2355,0.9732,1.0000,1.02
alpha-hydroxyisovalerate,GL405,CL2355,0.9870,1.0000,1.28
isobutyrylcarnitine (C4),GL405,CL2355,0.8608,1.0000,0.97
3-hydroxyisobutyrate,GL405,CL2355,0.5110,0.9363,0.97
methionine,GL405,CL2355,0.6624,0.9923,1.28
N-acetylmethionine,GL405,CL2355,0.8768,1.0000,0.91
N-formylmethionine,GL405,CL2355,0.7720,0.9985,1.13
methionine sulfone,GL405,CL2355,0.8764,1.0000,1.11
methionine sulfoxide,GL405,CL2355,0.1328,0.7773,0.62
N-acetylmethionine sulfoxide,GL405,CL2355,0.0303,0.5317,0.41
S-adenosylmethionine (SAM),GL405,CL2355,0.0099,0.3859,16.88
S-adenosylhomocysteine (SAH),GL405,CL2355,0.6265,0.9867,0.33
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",GL405,CL2355,0.2464,0.7946,0.66
2-hydroxy-4-(methylthio)butanoic acid,GL405,CL2355,0.3555,0.8664,0.91
cystathionine,GL405,CL2355,0.7638,0.9985,1.35
cysteine,GL405,CL2355,0.9834,1.0000,1.09
N-acetylcysteine,GL405,CL2355,0.7911,1.0000,1.14
S-methylcysteine,GL405,CL2355,0.2655,0.8080,0.54
S-methylcysteine sulfoxide,GL405,CL2355,0.2316,0.7883,0.38
cysteine s-sulfate,GL405,CL2355,0.6149,0.9799,0.53
cystine,GL405,CL2355,0.3118,0.8597,0.32
lanthionine,GL405,CL2355,0.9705,1.0000,1.06
hypotaurine,GL405,CL2355,0.8650,1.0000,1.07
taurine,GL405,CL2355,0.5723,0.9652,1.34
N-acetyltaurine,GL405,CL2355,0.6970,0.9985,0.76
3-sulfo-alanine,GL405,CL2355,0.9006,1.0000,1.39
cyano-alanine,GL405,CL2355,0.3352,0.8617,0.94
arginine,GL405,CL2355,0.8444,1.0000,1.05
argininosuccinate,GL405,CL2355,0.4222,0.8905,0.75
urea,GL405,CL2355,0.1751,0.7883,0.49
ornithine,GL405,CL2355,0.3096,0.8597,1.81
3-amino-2-piperidone,GL405,CL2355,0.9948,1.0000,1.00
2-oxoarginine*,GL405,CL2355,0.6208,0.9828,1.37
citrulline,GL405,CL2355,0.8455,1.0000,1.04
homoarginine,GL405,CL2355,0.4339,0.8916,0.51
homocitrulline,GL405,CL2355,0.6158,0.9799,2.05
proline,GL405,CL2355,0.8416,1.0000,1.06
dimethylarginine (SDMA + ADMA),GL405,CL2355,0.8353,1.0000,0.93
N-acetylarginine,GL405,CL2355,0.7645,0.9985,0.91
N-delta-acetylornithine,GL405,CL2355,0.0396,0.5420,2.54
trans-4-hydroxyproline,GL405,CL2355,0.5342,0.9502,2.16
pro-hydroxy-pro,GL405,CL2355,0.6820,0.9944,1.83
N-methylproline,GL405,CL2355,0.6727,0.9923,1.17
N-monomethylarginine,GL405,CL2355,0.9442,1.0000,1.01
argininate*,GL405,CL2355,0.4431,0.8918,0.71
creatine,GL405,CL2355,0.6619,0.9923,0.85
agmatine,GL405,CL2355,0.8629,1.0000,1.50
acetylagmatine,GL405,CL2355,0.7701,0.9985,1.06
putrescine,GL405,CL2355,0.8938,1.0000,0.94
N-acetylputrescine,GL405,CL2355,0.0636,0.6548,12.52
N-carbamoylputrescine,GL405,CL2355,0.2515,0.7955,8.15
isoputreanine,GL405,CL2355,0.5992,0.9777,1.79
N-acetyl-isoputreanine,GL405,CL2355,0.9719,1.0000,0.98
spermidine,GL405,CL2355,0.2326,0.7883,1.53
N('1)-acetylspermidine,GL405,CL2355,0.4335,0.8916,0.67
diacetylspermidine*,GL405,CL2355,0.3879,0.8803,0.45
spermine,GL405,CL2355,0.1129,0.7168,3.62
N(1)-acetylspermine,GL405,CL2355,0.3332,0.8617,1.44
"N1,N12-diacetylspermine",GL405,CL2355,0.3799,0.8803,1.38
S-adenosylmethioninamine,GL405,CL2355,0.5234,0.9446,2.44
5-methylthioadenosine (MTA),GL405,CL2355,0.2448,0.7946,1.85
4-acetamidobutanoate,GL405,CL2355,0.7456,0.9985,0.80
4-guanidinobutanoate,GL405,CL2355,0.0227,0.5317,20.05
"glutathione, reduced (GSH)",GL405,CL2355,0.4232,0.8905,2.34
"glutathione, oxidized (GSSG)",GL405,CL2355,0.2951,0.8574,3.11
cysteine-glutathione disulfide,GL405,CL2355,0.7161,0.9985,0.73
cysteinylglycine,GL405,CL2355,0.6543,0.9923,1.34
cysteinylglycine disulfide*,GL405,CL2355,0.4074,0.8842,0.25
5-oxoproline,GL405,CL2355,0.0040,0.3859,5.73
2-hydroxybutyrate/2-hydroxyisobutyrate,GL405,CL2355,0.5155,0.9403,1.68
ophthalmate,GL405,CL2355,0.2435,0.7946,4.56
"S-(1,2-dicarboxyethyl)glutathione",GL405,CL2355,0.2911,0.8574,2.01
CoA-glutathione*,GL405,CL2355,0.6018,0.9777,1.33
gamma-glutamylalanine,GL405,CL2355,0.6846,0.9944,1.49
gamma-glutamylcysteine,GL405,CL2355,0.8326,1.0000,2.37
gamma-glutamylglutamate,GL405,CL2355,0.0327,0.5317,0.39
gamma-glutamylglutamine,GL405,CL2355,0.8803,1.0000,1.04
gamma-glutamylglycine,GL405,CL2355,0.2146,0.7883,0.57
gamma-glutamylhistidine,GL405,CL2355,0.0369,0.5317,0.28
gamma-glutamylisoleucine*,GL405,CL2355,0.1491,0.7874,11.65
gamma-glutamylleucine,GL405,CL2355,0.0480,0.5685,10.56
gamma-glutamyl-alpha-lysine,GL405,CL2355,0.7601,0.9985,1.42
