metabolites,numerator,denominator,p-value,q-value,FC
2'-O-methylcytidine,GL405,CK10,0.0076,0.1104,10.12
thymidine 5'-monophosphate,GL405,CK10,0.2892,0.4535,0.51
thymidine,GL405,CK10,0.5086,0.5731,0.78
thymine,GL405,CK10,0.9588,0.7277,1.11
"5,6-dihydrothymine",GL405,CK10,0.9070,0.7177,1.13
3-aminoisobutyrate,GL405,CK10,0.0737,0.2773,0.32
methylphosphate,GL405,CK10,0.0754,0.2782,0.17
(3'-5')-adenylylcytidine,GL405,CK10,0.3496,0.4943,0.91
(3'-5')-adenylylguanosine*,GL405,CK10,0.2601,0.4291,1.12
(3'-5')-adenylyluridine,GL405,CK10,0.3270,0.4794,0.91
(3'-5')-adenylyladenosine*,GL405,CK10,0.3300,0.4813,1.26
(3'-5')-cytidylyladenosine,GL405,CK10,0.9619,0.7277,0.73
(3'-5')-cytidylylcytidine*,GL405,CK10,0.5354,0.5858,0.98
(3'-5')-cytidylylguanosine,GL405,CK10,0.6754,0.6354,0.96
(3'-5')-cytidylyluridine*,GL405,CK10,0.4732,0.5530,1.02
(3'-5')-guanylylcytidine,GL405,CK10,0.3671,0.4989,0.80
(3'-5')-guanylyluridine,GL405,CK10,0.7894,0.6782,0.91
(3'-5')-uridylylcytidine*,GL405,CK10,0.3691,0.4989,1.15
(3'-5')-uridylyluridine,GL405,CK10,0.4544,0.5459,1.35
(3'-5')-uridylyladenosine,GL405,CK10,0.2395,0.4060,1.30
quinolinate,GL405,CK10,0.5975,0.6133,1.29
nicotinate,GL405,CK10,0.1658,0.3493,1.36
nicotinate ribonucleoside,GL405,CK10,0.1545,0.3453,0.29
nicotinic acid mononucleotide (NaMN),GL405,CK10,0.5452,0.5907,0.65
nicotinamide,GL405,CK10,0.2269,0.4003,1.84
nicotinamide ribonucleotide (NMN),GL405,CK10,0.2210,0.3969,2.92
nicotinamide riboside,GL405,CK10,0.0935,0.2951,2.67
nicotinamide adenine dinucleotide (NAD+),GL405,CK10,0.9868,0.7339,0.96
6-hydroxynicotinate,GL405,CK10,0.0239,0.1954,0.01
trigonelline (N'-methylnicotinate),GL405,CK10,0.3640,0.4987,1.58
riboflavin (vitamin B2),GL405,CK10,0.5738,0.6020,0.91
flavin adenine dinucleotide (FAD),GL405,CK10,0.5257,0.5841,1.26
flavin mononucleotide (FMN),GL405,CK10,0.0962,0.2959,1.51
pantoate,GL405,CK10,0.1432,0.3416,0.39
pantothenate,GL405,CK10,0.3191,0.4752,0.89
pantethine,GL405,CK10,0.0805,0.2804,0.23
pantetheine,GL405,CK10,0.4789,0.5554,0.46
phosphopantetheine,GL405,CK10,0.5659,0.5981,1.57
3'-dephosphocoenzyme A,GL405,CK10,0.2977,0.4568,1.47
coenzyme A,GL405,CK10,0.8746,0.7114,1.02
ascorbate (vitamin C),GL405,CK10,0.3229,0.4764,7.79
dehydroascorbate,GL405,CK10,0.2306,0.4006,1.40
threonate,GL405,CK10,0.1128,0.3168,1.48
gulonate*,GL405,CK10,0.0832,0.2847,0.59
biotin,GL405,CK10,0.9161,0.7177,1.03
5-methyltetrahydrofolate (5MeTHF),GL405,CK10,0.0010,0.0392,10.84
biopterin,GL405,CK10,0.9593,0.7277,0.97
dihydrobiopterin,GL405,CK10,0.5310,0.5849,1.21
pterin,GL405,CK10,0.0563,0.2542,0.35
xanthopterin,GL405,CK10,0.2807,0.4515,1.62
protoporphyrin IX,GL405,CK10,0.0357,0.2145,0.12
heme,GL405,CK10,0.0536,0.2519,164.76
biliverdin,GL405,CK10,0.0076,0.1104,2.54
thiamin (vitamin B1),GL405,CK10,0.7527,0.6602,1.24
thiamin monophosphate,GL405,CK10,0.1961,0.3779,1.33
thiamin diphosphate,GL405,CK10,0.5288,0.5849,1.37
carotene diol (1),GL405,CK10,0.6042,0.6155,1.17
pyridoxamine,GL405,CK10,0.6644,0.6318,0.75
pyridoxamine phosphate,GL405,CK10,0.5517,0.5907,0.74
pyridoxal phosphate,GL405,CK10,0.4683,0.5506,0.77
pyridoxal,GL405,CK10,0.1491,0.3450,1.54
pyridoxate,GL405,CK10,0.9141,0.7177,0.90
benzoate,GL405,CK10,0.1469,0.3416,2.34
4-hydroxybenzoate,GL405,CK10,0.1721,0.3550,0.65
catechol,GL405,CK10,0.0742,0.2775,0.03
anthraniloyl-O-glucose,GL405,CK10,0.4651,0.5480,0.92
1-methylxanthine,GL405,CK10,0.2066,0.3849,0.34
2-piperidinone,GL405,CK10,0.2580,0.4283,1.24
3-dehydroshikimate,GL405,CK10,0.6894,0.6407,1.77
"2,3-dihydroxyisovalerate",GL405,CK10,0.9266,0.7185,0.82
dipicolinate,GL405,CK10,1.0000,0.7360,1.00
2-isopropylmalate,GL405,CK10,0.7244,0.6543,1.29
3-formylindole,GL405,CK10,0.9960,0.7359,1.04
3-hydroxyindolin-2-one,GL405,CK10,0.3561,0.4951,0.47
gluconate,GL405,CK10,0.0209,0.1888,0.08
ciliatine (2-aminoethylphosphonate),GL405,CK10,0.1757,0.3585,0.14
ergothioneine,GL405,CK10,0.8247,0.6904,0.64
erythritol,GL405,CK10,0.9038,0.7177,0.95
quinate,GL405,CK10,0.4613,0.5459,0.49
histidine betaine (hercynine)*,GL405,CK10,0.6829,0.6392,0.69
homostachydrine*,GL405,CK10,0.2607,0.4291,0.37
mannonate*,GL405,CK10,0.0272,0.1971,0.02
stachydrine,GL405,CK10,0.0391,0.2252,0.22
ethyl alpha-glucopyranoside,GL405,CK10,1.0000,0.7360,1.00
methyl glucopyranoside (alpha + beta),GL405,CK10,0.1539,0.3453,0.33
harmane,GL405,CK10,0.1505,0.3453,0.61
2-ketogluconate,GL405,CK10,0.0642,0.2614,0.00
"9,10-methylenehexadecanoate**",GL405,CK10,0.2508,0.4213,0.41
2-dimethylaminoethanol,GL405,CK10,0.4170,0.5278,0.75
3-indoleglyoxylic acid,GL405,CK10,0.6254,0.6170,0.70
ethyl beta-glucopyranoside,GL405,CK10,0.2945,0.4562,4.53
pyochelin,GL405,CK10,0.0658,0.2614,0.01
lactobacillic acid,GL405,CK10,0.2703,0.4397,0.43
7-chlorotryptophan,GL405,CK10,0.1148,0.3194,0.03
pyrrolnitrin,GL405,CK10,0.1011,0.3036,0.03
5-fluorouracil,GL405,CK10,0.1902,0.3692,3.17
salicylate,GL405,CK10,0.2939,0.4562,0.37
S-carboxymethyl-cysteine,GL405,CK10,0.6776,0.6354,1.20
sulfate*,GL405,CK10,0.0082,0.1152,3.44
O-sulfo-tyrosine,GL405,CK10,0.1089,0.3111,1.70
ectoine,GL405,CK10,0.0759,0.2782,2.37
glycerol 2-phosphate,GL405,CK10,0.0025,0.0698,0.35
"2,4-di-tert-butylphenol",GL405,CK10,0.7414,0.6602,0.80
thioproline,GL405,CK10,0.3413,0.4889,1.49
glutamine_degradant*,GL405,CK10,0.4059,0.5212,0.63
X-10445,GL405,CK10,0.7023,0.6435,0.60
X-11580,GL405,CK10,0.1498,0.3451,2.19
X-11612,GL405,CK10,0.3558,0.4951,0.57
X-11615,GL405,CK10,0.8176,0.6882,1.82
X-11787,GL405,CK10,0.2879,0.4535,1.11
X-11795,GL405,CK10,0.3211,0.4764,1.29
X-12026,GL405,CK10,0.0486,0.2366,2.24
X-12100,GL405,CK10,0.0597,0.2585,1.53
X-12101,GL405,CK10,0.8874,0.7177,0.87
X-12411,GL405,CK10,0.2305,0.4006,0.33
X-12462,GL405,CK10,0.4114,0.5242,0.61
X-13507,GL405,CK10,0.9886,0.7343,0.98
X-14056,GL405,CK10,0.1072,0.3102,1.82
X-14254,GL405,CK10,0.8900,0.7177,0.62
X-15161,GL405,CK10,0.7122,0.6516,1.39
X-15245,GL405,CK10,0.8634,0.7063,1.79
X-15461,GL405,CK10,0.9019,0.7177,1.26
X-15520,GL405,CK10,0.8885,0.7177,0.84
X-15853,GL405,CK10,0.5965,0.6133,0.68
X-16938,GL405,CK10,0.6599,0.6318,0.81
X-17009,GL405,CK10,0.0222,0.1888,0.29
X-17335,GL405,CK10,0.7164,0.6540,0.94
X-17761,GL405,CK10,0.4883,0.5614,1.30
X-17877,GL405,CK10,0.4999,0.5666,1.28
X-18278,GL405,CK10,0.9788,0.7309,0.42
X-20100,GL405,CK10,0.5310,0.5849,0.66
X-20172,GL405,CK10,0.9954,0.7359,0.38
X-20716,GL405,CK10,0.8117,0.6869,0.53
X-20747,GL405,CK10,0.2632,0.4319,1.27
X-21353,GL405,CK10,0.9674,0.7277,1.05
X-21607,GL405,CK10,0.0169,0.1676,0.21
X-21796,GL405,CK10,0.2761,0.4457,1.41
X-22062,GL405,CK10,0.6867,0.6397,1.06
X-22776,GL405,CK10,0.2131,0.3932,2.33
X-23109,GL405,CK10,0.3577,0.4961,0.44
X-23587,GL405,CK10,0.4018,0.5209,0.53
X-23593,GL405,CK10,0.3639,0.4987,1.77
X-23639,GL405,CK10,0.9165,0.7177,0.75
X-23648,GL405,CK10,0.1184,0.3230,1.76
X-23654,GL405,CK10,0.4158,0.5274,0.65
X-23662,GL405,CK10,0.4832,0.5578,1.39
X-23672,GL405,CK10,0.5668,0.5981,0.86
X-23739,GL405,CK10,0.3300,0.4813,1.63
X-24243,GL405,CK10,0.9596,0.7277,0.48
X-24425,GL405,CK10,0.2178,0.3967,2.09
X-24456,GL405,CK10,0.5994,0.6141,1.24
X-24608,GL405,CK10,0.9389,0.7215,0.99
X-24697,GL405,CK10,0.9202,0.7177,0.88
X-24728,GL405,CK10,0.9218,0.7177,0.91
X-24729,GL405,CK10,0.0650,0.2614,2.09
X-24807,GL405,CK10,0.6648,0.6318,0.18
X-25004,GL405,CK10,0.5647,0.5981,0.61
X-25009,GL405,CK10,0.6691,0.6318,0.87
X-25026,GL405,CK10,0.8273,0.6904,0.90
X-25080,GL405,CK10,0.4489,0.5438,2.89
X-25102,GL405,CK10,0.6575,0.6318,0.68
X-25109,GL405,CK10,0.3157,0.4740,0.40
X-25111,GL405,CK10,0.5176,0.5775,0.55
X-25180,GL405,CK10,0.5433,0.5907,1.96
X-25551,GL405,CK10,0.0086,0.1153,3.19
X-25563,GL405,CK10,0.0350,0.2145,2.13
X-25594,GL405,CK10,0.0004,0.0392,5.61
X-25837,GL405,CK10,0.4608,0.5459,0.49
X-25936,GL405,CK10,0.1044,0.3052,2.62
X-25940,GL405,CK10,0.9634,0.7277,1.01
X-25948,GL405,CK10,0.6515,0.6297,1.35
X-25955,GL405,CK10,0.0022,0.0698,10.70
X-25984,GL405,CK10,0.6389,0.6229,1.30
X-26008,GL405,CK10,0.3506,0.4943,2.12
X-26094,GL405,CK10,0.3537,0.4951,1.55
X-26095,GL405,CK10,0.6048,0.6155,2.45
X-26127,GL405,CK10,0.9764,0.7301,0.62
glycine,GL405,CL2355,0.0424,0.3116,1.48
N-acetylglycine,GL405,CL2355,0.4314,0.5641,1.37
sarcosine,GL405,CL2355,0.0586,0.3465,0.15
dimethylglycine,GL405,CL2355,0.0426,0.3116,0.01
betaine,GL405,CL2355,0.2497,0.4619,1.86
betaine aldehyde,GL405,CL2355,0.1839,0.4364,2.16
serine,GL405,CL2355,0.3276,0.5126,1.54
N-acetylserine,GL405,CL2355,0.5318,0.6185,1.23
3-phosphoserine,GL405,CL2355,0.3336,0.5184,0.51
threonine,GL405,CL2355,0.2191,0.4483,1.49
N-acetylthreonine,GL405,CL2355,0.4514,0.5765,1.48
O-acetylhomoserine,GL405,CL2355,0.2087,0.4445,1.72
homoserine lactone,GL405,CL2355,0.1874,0.4379,1.41
alanine,GL405,CL2355,0.0852,0.3731,1.46
N-acetylalanine,GL405,CL2355,0.0485,0.3310,2.80
aspartate,GL405,CL2355,0.6395,0.6750,1.30
N-acetylaspartate (NAA),GL405,CL2355,0.8172,0.7511,1.09
asparagine,GL405,CL2355,0.1081,0.3784,3.37
N-acetylasparagine,GL405,CL2355,0.2905,0.4901,0.65
glutamate,GL405,CL2355,0.4710,0.5884,1.27
glutamine,GL405,CL2355,0.2139,0.4445,2.38
alpha-ketoglutaramate*,GL405,CL2355,0.9880,0.7919,0.89
N-acetylglutamate,GL405,CL2355,0.3877,0.5510,0.47
N-acetylglutamine,GL405,CL2355,0.6065,0.6616,0.78
4-hydroxyglutamate,GL405,CL2355,0.3044,0.4974,1.87
"glutamate, gamma-methyl ester",GL405,CL2355,0.4563,0.5788,0.64
S-1-pyrroline-5-carboxylate,GL405,CL2355,0.0684,0.3465,2.94
propionylglutamine,GL405,CL2355,0.6866,0.6953,1.33
histidine,GL405,CL2355,0.1454,0.4077,1.66
1-methylhistidine,GL405,CL2355,0.2110,0.4445,0.60
3-methylhistidine,GL405,CL2355,0.1068,0.3784,0.59
N-acetylhistidine,GL405,CL2355,0.3126,0.4974,1.56
N-acetyl-3-methylhistidine*,GL405,CL2355,0.2968,0.4927,0.65
N-acetyl-1-methylhistidine*,GL405,CL2355,0.3553,0.5317,0.76
trans-urocanate,GL405,CL2355,0.5144,0.6091,1.15
cis-urocanate,GL405,CL2355,0.5086,0.6059,0.92
imidazole propionate,GL405,CL2355,0.1464,0.4077,0.57
formiminoglutamate,GL405,CL2355,0.3967,0.5521,0.81
imidazole lactate,GL405,CL2355,0.0992,0.3731,0.59
1-methyl-5-imidazoleacetate,GL405,CL2355,0.7195,0.7108,1.29
1-ribosyl-imidazoleacetate*,GL405,CL2355,0.2954,0.4917,1.52
4-imidazoleacetate,GL405,CL2355,0.1942,0.4419,1.52
N-acetylhistamine,GL405,CL2355,0.2344,0.4550,0.59
histidine methyl ester,GL405,CL2355,1.0000,0.7921,1.00
lysine,GL405,CL2355,0.0934,0.3731,1.85
N2-acetyllysine,GL405,CL2355,0.1464,0.4077,1.82
N6-acetyllysine,GL405,CL2355,0.1404,0.4061,3.23
"N2,N6-diacetyllysine",GL405,CL2355,0.8412,0.7582,0.74
N6-methyllysine,GL405,CL2355,0.1538,0.4172,4.53
"N6,N6,N6-trimethyllysine",GL405,CL2355,0.3111,0.4974,1.32
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,CL2355,0.0198,0.2364,2.05
5-hydroxylysine,GL405,CL2355,0.4431,0.5703,1.43
fructosyllysine,GL405,CL2355,0.1867,0.4379,1.90
saccharopine,GL405,CL2355,0.8027,0.7441,1.09
2-aminoadipate,GL405,CL2355,0.8732,0.7695,1.15
2-oxoadipate,GL405,CL2355,0.2828,0.4839,3.66
pipecolate,GL405,CL2355,0.4026,0.5522,0.53
6-oxopiperidine-2-carboxylate,GL405,CL2355,0.8928,0.7771,0.97
cadaverine,GL405,CL2355,0.0275,0.2767,3.23
N-acetyl-cadaverine,GL405,CL2355,0.5654,0.6390,3.13
5-aminovalerate,GL405,CL2355,0.8966,0.7779,1.16
"N,N,N-trimethyl-5-aminovalerate",GL405,CL2355,0.0619,0.3465,7.50
phenylalanine,GL405,CL2355,0.1236,0.3963,1.81
N-acetylphenylalanine,GL405,CL2355,0.2151,0.4446,3.92
phenylpyruvate,GL405,CL2355,0.1683,0.4208,5.31
phenyllactate (PLA),GL405,CL2355,0.5003,0.6043,0.66
phenethylamine,GL405,CL2355,0.5507,0.6311,1.40
phenylacetate,GL405,CL2355,0.2469,0.4619,0.49
2-hydroxyphenylacetate,GL405,CL2355,0.0703,0.3503,0.15
4-hydroxyphenylacetate,GL405,CL2355,0.8320,0.7544,1.23
tyrosine,GL405,CL2355,0.1314,0.3996,1.71
N-acetyltyrosine,GL405,CL2355,0.2411,0.4592,1.74
tyramine,GL405,CL2355,0.9001,0.7779,1.03
4-hydroxyphenylpyruvate,GL405,CL2355,0.2925,0.4901,3.14
homogentisate,GL405,CL2355,0.0337,0.3010,11.35
3-(4-hydroxyphenyl)lactate,GL405,CL2355,0.6346,0.6740,0.77
dopamine,GL405,CL2355,0.5002,0.6043,0.63
o-tyrosine,GL405,CL2355,0.1371,0.4024,1.91
O-methyltyrosine,GL405,CL2355,0.9432,0.7861,1.00
gentisate,GL405,CL2355,0.3392,0.5240,1.62
N-formylphenylalanine,GL405,CL2355,0.0175,0.2364,3.13
tryptophan,GL405,CL2355,0.3100,0.4974,1.40
N-acetyltryptophan,GL405,CL2355,0.1577,0.4172,2.89
C-glycosyltryptophan,GL405,CL2355,0.7904,0.7410,1.03
oxindolylalanine,GL405,CL2355,0.0321,0.3004,0.45
N-formylkynurenine,GL405,CL2355,0.4120,0.5563,0.78
kynurenine,GL405,CL2355,0.2500,0.4619,2.87
kynurenate,GL405,CL2355,0.3453,0.5283,2.12
N-formylanthranilic acid,GL405,CL2355,0.0012,0.1110,4.84
anthranilate,GL405,CL2355,0.4017,0.5521,1.56
picolinate,GL405,CL2355,0.9343,0.7851,1.08
N-acetylserotonin,GL405,CL2355,0.0421,0.3116,0.24
indolelactate,GL405,CL2355,0.1363,0.4019,0.48
indoleacetate,GL405,CL2355,0.5018,0.6048,0.57
tryptophol,GL405,CL2355,0.2216,0.4515,0.61
indole-3-carboxylate,GL405,CL2355,0.4289,0.5641,0.65
leucine,GL405,CL2355,0.0915,0.3731,2.10
N-acetylleucine,GL405,CL2355,0.9409,0.7861,0.98
4-methyl-2-oxopentanoate,GL405,CL2355,0.0706,0.3503,3.64
alpha-hydroxyisocaproate,GL405,CL2355,0.6955,0.6957,1.32
isovaleryl/2-methylbutyryl CoA,GL405,CL2355,0.9132,0.7790,1.43
isovalerate (i5:0),GL405,CL2355,0.1552,0.4172,2.23
isovalerylglycine,GL405,CL2355,0.7868,0.7388,1.14
isovalerylcarnitine (C5),GL405,CL2355,0.8598,0.7682,1.09
beta-hydroxyisovalerate,GL405,CL2355,0.4727,0.5885,1.42
beta-hydroxyisovaleroylcarnitine,GL405,CL2355,0.2783,0.4784,1.44
beta-hydroxyisovalerylglycine,GL405,CL2355,0.2406,0.4592,2.18
3-methylglutaconate,GL405,CL2355,0.1574,0.4172,0.52
isoleucine,GL405,CL2355,0.1722,0.4286,1.80
N-acetylisoleucine,GL405,CL2355,0.3423,0.5262,0.66
3-methyl-2-oxovalerate,GL405,CL2355,0.1275,0.3996,3.10
2-hydroxy-3-methylvalerate,GL405,CL2355,0.6990,0.6961,0.82
2-methylbutyrylcarnitine (C5),GL405,CL2355,0.9004,0.7779,1.14
tiglylcarnitine (C5:1-DC),GL405,CL2355,0.4945,0.6033,0.67
ethylmalonate,GL405,CL2355,0.5606,0.6367,0.71
methylsuccinate,GL405,CL2355,0.2704,0.4720,0.38
valine,GL405,CL2355,0.3105,0.4974,1.71
N-acetylvaline,GL405,CL2355,0.5035,0.6057,1.54
3-methyl-2-oxobutyrate,GL405,CL2355,0.1620,0.4201,3.02
alpha-hydroxyisovalerate,GL405,CL2355,0.4081,0.5532,0.69
isobutyrylcarnitine (C4),GL405,CL2355,0.6579,0.6828,0.86
3-hydroxyisobutyrate,GL405,CL2355,0.9651,0.7880,1.03
methionine,GL405,CL2355,0.0609,0.3465,2.41
N-acetylmethionine,GL405,CL2355,0.0349,0.3071,3.35
N-formylmethionine,GL405,CL2355,0.0248,0.2767,4.10
methionine sulfone,GL405,CL2355,0.6856,0.6953,0.72
methionine sulfoxide,GL405,CL2355,0.8104,0.7483,0.89
N-acetylmethionine sulfoxide,GL405,CL2355,0.1595,0.4194,2.05
S-adenosylmethionine (SAM),GL405,CL2355,0.0440,0.3169,4.45
S-adenosylhomocysteine (SAH),GL405,CL2355,0.4175,0.5591,3.17
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",GL405,CL2355,0.8291,0.7544,0.89
2-hydroxy-4-(methylthio)butanoic acid,GL405,CL2355,0.4835,0.5995,1.73
cystathionine,GL405,CL2355,0.4088,0.5532,1.79
cysteine,GL405,CL2355,0.2613,0.4653,1.80
N-acetylcysteine,GL405,CL2355,0.0671,0.3465,2.89
S-methylcysteine,GL405,CL2355,0.0004,0.1110,0.05
S-methylcysteine sulfoxide,GL405,CL2355,0.0072,0.2257,0.05
cysteine s-sulfate,GL405,CL2355,0.7311,0.7175,0.74
cystine,GL405,CL2355,0.4275,0.5641,0.41
lanthionine,GL405,CL2355,0.2300,0.4518,0.69
hypotaurine,GL405,CL2355,0.9589,0.7880,1.03
taurine,GL405,CL2355,0.8197,0.7523,1.09
N-acetyltaurine,GL405,CL2355,0.0638,0.3465,0.36
3-sulfo-alanine,GL405,CL2355,0.6884,0.6953,0.94
cyano-alanine,GL405,CL2355,0.8670,0.7695,0.92
arginine,GL405,CL2355,0.0790,0.3660,1.71
argininosuccinate,GL405,CL2355,0.3517,0.5317,0.61
urea,GL405,CL2355,0.0543,0.3434,0.15
ornithine,GL405,CL2355,0.2048,0.4445,2.40
3-amino-2-piperidone,GL405,CL2355,0.2987,0.4944,1.46
2-oxoarginine*,GL405,CL2355,0.1470,0.4077,2.13
citrulline,GL405,CL2355,0.2543,0.4653,2.19
homoarginine,GL405,CL2355,0.7851,0.7384,0.87
homocitrulline,GL405,CL2355,0.7258,0.7151,0.98
proline,GL405,CL2355,0.2069,0.4445,1.52
dimethylarginine (SDMA + ADMA),GL405,CL2355,0.1633,0.4203,1.46
N-acetylarginine,GL405,CL2355,0.9382,0.7852,1.03
N-delta-acetylornithine,GL405,CL2355,0.1337,0.3996,2.02
trans-4-hydroxyproline,GL405,CL2355,0.5739,0.6445,1.61
pro-hydroxy-pro,GL405,CL2355,0.3983,0.5521,1.90
N-methylproline,GL405,CL2355,0.6473,0.6785,0.94
N-monomethylarginine,GL405,CL2355,0.1550,0.4172,1.54
argininate*,GL405,CL2355,0.7510,0.7263,0.86
creatine,GL405,CL2355,0.8409,0.7582,0.86
agmatine,GL405,CL2355,0.3667,0.5394,2.17
acetylagmatine,GL405,CL2355,0.5849,0.6458,0.86
putrescine,GL405,CL2355,0.8295,0.7544,1.09
N-acetylputrescine,GL405,CL2355,0.9032,0.7783,2.18
N-carbamoylputrescine,GL405,CL2355,0.5071,0.6059,0.92
isoputreanine,GL405,CL2355,0.2686,0.4717,2.25
N-acetyl-isoputreanine,GL405,CL2355,0.6399,0.6750,1.41
spermidine,GL405,CL2355,0.0072,0.2257,3.63
N('1)-acetylspermidine,GL405,CL2355,0.8534,0.7647,0.96
diacetylspermidine*,GL405,CL2355,0.9963,0.7921,0.95
spermine,GL405,CL2355,0.0044,0.2107,14.59
N(1)-acetylspermine,GL405,CL2355,0.8163,0.7511,0.62
"N1,N12-diacetylspermine",GL405,CL2355,0.5629,0.6380,1.72
S-adenosylmethioninamine,GL405,CL2355,0.1673,0.4208,3.95
5-methylthioadenosine (MTA),GL405,CL2355,0.0634,0.3465,2.83
4-acetamidobutanoate,GL405,CL2355,0.1779,0.4324,1.76
4-guanidinobutanoate,GL405,CL2355,0.0171,0.2364,5.67
"glutathione, reduced (GSH)",GL405,CL2355,0.3768,0.5433,2.27
"glutathione, oxidized (GSSG)",GL405,CL2355,0.2700,0.4720,2.02
cysteine-glutathione disulfide,GL405,CL2355,0.7263,0.7151,1.43
cysteinylglycine,GL405,CL2355,0.9483,0.7871,1.02
cysteinylglycine disulfide*,GL405,CL2355,0.3521,0.5317,0.33
5-oxoproline,GL405,CL2355,0.2500,0.4619,1.50
2-hydroxybutyrate/2-hydroxyisobutyrate,GL405,CL2355,0.5167,0.6091,1.67
ophthalmate,GL405,CL2355,0.1466,0.4077,2.61
"S-(1,2-dicarboxyethyl)glutathione",GL405,CL2355,0.6712,0.6877,0.90
CoA-glutathione*,GL405,CL2355,0.2895,0.4901,2.24
gamma-glutamylalanine,GL405,CL2355,0.3838,0.5474,1.59
gamma-glutamylcysteine,GL405,CL2355,0.4530,0.5765,1.58
gamma-glutamylglutamate,GL405,CL2355,0.2407,0.4592,0.52
gamma-glutamylglutamine,GL405,CL2355,0.6655,0.6877,1.28
gamma-glutamylglycine,GL405,CL2355,0.3608,0.5334,0.63
gamma-glutamylhistidine,GL405,CL2355,0.0685,0.3465,0.25
gamma-glutamylisoleucine*,GL405,CL2355,0.2253,0.4518,4.88
gamma-glutamylleucine,GL405,CL2355,0.0845,0.3731,4.01
gamma-glutamyl-alpha-lysine,GL405,CL2355,0.3891,0.5510,2.33
gamma-glutamylmethionine,GL405,CL2355,0.2133,0.4445,3.07
gamma-glutamylphenylalanine,GL405,CL2355,0.0857,0.3731,8.46
gamma-glutamylthreonine,GL405,CL2355,0.1238,0.3963,0.25
gamma-glutamyltyrosine,GL405,CL2355,0.3214,0.5088,1.89
gamma-glutamylvaline,GL405,CL2355,0.1940,0.4419,8.91
gamma-glutamylserine,GL405,CL2355,0.0645,0.3465,0.35
gamma-glutamylcitrulline*,GL405,CL2355,0.4002,0.5521,0.12
leucylhydroxyproline*,GL405,CL2355,0.9697,0.7880,2.42
alanylleucine,GL405,CL2355,0.0460,0.3211,7.64
cyclo(gly-pro),GL405,CL2355,0.2033,0.4445,0.73
glycylisoleucine,GL405,CL2355,0.0647,0.3465,5.20
glycylleucine,GL405,CL2355,0.0511,0.3335,5.74
glycylvaline,GL405,CL2355,0.0709,0.3503,4.25
histidylalanine,GL405,CL2355,0.0099,0.2364,9.11
isoleucylglycine,GL405,CL2355,0.0375,0.3113,4.50
leucylalanine,GL405,CL2355,0.0072,0.2257,8.28
leucylglycine,GL405,CL2355,0.0271,0.2767,5.56
lysylleucine,GL405,CL2355,0.0244,0.2767,8.72
phenylalanylalanine,GL405,CL2355,0.0081,0.2329,7.40
phenylalanylglycine,GL405,CL2355,0.0014,0.1110,9.24
phenylalanylhydroxyproline*,GL405,CL2355,0.0799,0.3660,6.51
prolylglycine,GL405,CL2355,0.0955,0.3731,2.51
threonylphenylalanine,GL405,CL2355,0.0197,0.2364,6.85
tyrosylglycine,GL405,CL2355,0.0003,0.1110,14.19
valylglutamine,GL405,CL2355,0.0966,0.3731,4.61
valylglycine,GL405,CL2355,0.0259,0.2767,4.13
valylleucine,GL405,CL2355,0.1137,0.3838,9.07
leucylglutamine*,GL405,CL2355,0.0828,0.3728,5.46
alanyl-glutamyl-meso-diaminopimelate,GL405,CL2355,0.0603,0.3465,0.02
phenylacetylcarnitine,GL405,CL2355,0.1045,0.3784,0.12
phenylacetylglutamine,GL405,CL2355,0.3997,0.5521,1.67
"N,N-dimethyl-pro-pro",GL405,CL2355,0.5335,0.6185,0.93
"1,5-anhydroglucitol (1,5-AG)",GL405,CL2355,0.0052,0.2107,0.41
glucose,GL405,CL2355,0.1419,0.4077,2.30
glucose 6-phosphate,GL405,CL2355,0.1087,0.3784,3.30
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",GL405,CL2355,0.2088,0.4445,0.35
dihydroxyacetone phosphate (DHAP),GL405,CL2355,0.4419,0.5703,0.64
2-phosphoglycerate,GL405,CL2355,0.4267,0.5641,1.69
3-phosphoglycerate,GL405,CL2355,0.2134,0.4445,1.99
phosphoenolpyruvate (PEP),GL405,CL2355,0.2549,0.4653,2.10
pyruvate,GL405,CL2355,0.8054,0.7448,1.07
lactate,GL405,CL2355,0.6656,0.6877,1.15
glycerate,GL405,CL2355,0.6535,0.6809,0.58
6-phosphogluconate,GL405,CL2355,0.0874,0.3731,2.65
ribose 1-phosphate,GL405,CL2355,0.4893,0.6001,1.38
sedoheptulose-7-phosphate,GL405,CL2355,0.0165,0.2364,2.44
ribose,GL405,CL2355,0.7725,0.7311,0.79
ribitol,GL405,CL2355,0.4425,0.5703,0.76
ribonate,GL405,CL2355,0.2420,0.4595,0.15
arabitol/xylitol,GL405,CL2355,0.1020,0.3755,0.62
arabonate/xylonate,GL405,CL2355,0.1579,0.4172,0.26
sedoheptulose,GL405,CL2355,0.3939,0.5521,0.44
lyxonate,GL405,CL2355,0.8686,0.7695,1.10
maltotetraose,GL405,CL2355,0.3111,0.4974,0.36
maltotriose,GL405,CL2355,0.9006,0.7779,0.92
maltose,GL405,CL2355,0.9683,0.7880,1.02
lactobionate,GL405,CL2355,0.0565,0.3465,0.06
