CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100000406,305,15772,146492,Carbohydrate,Pentose Metabolism,1262,NAMED,HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,ribitol,ribitol,488-81-3,10254628,"HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508","C00379,C01904,C00474,C00532",6912,Polar
100000409,305,15667,152132,Xenobiotics,Food Component/Plant,4781,NAMED,BITYXLXUCSKTJS-UHFFFAOYSA-N,OC(CC(O)=O)(C(C)C)C(O)=O,2-isopropylmalate,2-isopropylmalate,3237-44-3,76,HMDB0000402,C02504,77,Polar
100000436,209,18477,123291,Lipid,Secondary Bile Acid Metabolism,3488,NAMED,WVULKSPCQVQLCU-BUXLTGKBSA-N,O=C(NCC(O)=O)CC[C@@H](C)[C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])CC[C@@]3([H])[C@@]2(CC1)[H],glycodeoxycholate,glycodeoxycholate,360-65-6,,HMDB00631,C05464,3035026,Neg
100000442,305,18335,146498,Xenobiotics,Food Component/Plant,4906,NAMED,AAWZDTNXLSGCEK-WYWMIBKRSA-N,O[C@@]1([C@](O)(C[C@@](C(O)=O)(C[C@]1(O)[H])O)[H])[H],quinate,quinate,77-95-2,10246715,HMDB0003072,C00296,6508,Polar
100000447,305,18280,152144,Amino Acid,Tyrosine Metabolism,219,NAMED,WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)C1=CC(O)=CC=C1O,gentisate,gentisate,490-79-9,3350,HMDB0000152,C00628,3469,Polar
100000454,400,18319,155648,Amino Acid,Lysine Metabolism,136,NAMED,JJMDCOVWQOJGCB-UHFFFAOYSA-N,OC(CCCCN)=O,5-aminovalerate,5-aminovalerate,660-88-8,135,HMDB0003355,C00431,138,Pos Early
100000463,209,18349,124659,Amino Acid,Tryptophan Metabolism,298,NAMED,XGILAAMKEQUXLS-UHFFFAOYSA-N,OC(C(O)=O)CC1=CNC2=C1C=CC=C2,indolelactate,indolelactate,832-97-3,83867,HMDB0000671,C02043,92904,Neg
100000485,209,46333,144843,Nucleotide,"Purine Metabolism, Adenine containing",4168,NAMED,KHWCHTKSEGGWEX-UHFFFAOYSA-N,NC1=C2C(N(C3C([H])C(O)C(COP(O)(O)=O)O3)C=N2)=NC=N1,2'-deoxyadenosine 5'-monophosphate,2'-deoxyadenosine 5'-monophosphate,653-63-4,601,HMDB0000905,C00360,12599,Neg
100000487,400,18357,155655,Peptide,Dipeptide,829,NAMED,STKYPAFSDFAEPH-LURJTMIESA-N,CC(C)[C@@H](C(O)=O)NC(CN)=O,glycylvaline,glycylvaline,1963-21-9,2006926,HMDB0028854,,2724807,Pos Early
100000491,400,33422,156014,Peptide,Gamma-glutamyl Amino Acid,643,NAMED,XHHOHZPNYFQJKL-QWRGUYRKSA-N,O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylphenylalanine,gamma-glutamylphenylalanine,7432-24-8,99868,HMDB0000594,,111299,Pos Early
100000551,209,22116,124905,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",343,NAMED,BKAJNAXTPSGJCU-UHFFFAOYSA-N,CC(C)CC(C(O)=O)=O,4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,816-66-0,69,HMDB0000695,C00233,70,Neg
100000580,305,20675,146912,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1220,NAMED,MPCAJMNYNOGXPB-SLPGGIOYSA-N,O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",154-58-5,,HMDB0002712,C07326,64960,Polar
100000584,209,19266,125764,Lipid,Monoacylglycerol,2874,NAMED,RCRCTBLIHCHWDZ-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C/C=C\CCCC(OC(CO)CO)=O,2-arachidonoylglycerol (20:4),2-arachidonoylglycerol (20:4),53847-30-6,4445451,HMDB0004666,C13856,5282280,Neg
100000616,402,52449,208070,Lipid,Phosphatidylinositol (PI),2557,NAMED,KRTOMQDUKGRFDJ-YKOKTLGVSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(O[C@](C(O)(C(O)(C(O)([C@](O)1[H])[H])[H])[H])([C@]1(O)[H])[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),383907-33-3,21403055,HMDB0009815,,,Pos Late
100000641,402,52448,208095,Lipid,Phosphatidylglycerol (PG),2520,NAMED,PAZGBAOHGQRCBP-DDDNOICHSA-N,OCC(COP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O)O,1-palmitoyl-2-oleoyl-GPG (16:0/18:1),1-palmitoyl-2-oleoyl-GPG (16:0/18:1),,4446626,,,70789105,Pos Late
100000656,209,19324,128173,Lipid,Lysophospholipid,2722,NAMED,MXAFDFDAIFZFET-CLBYPKMISA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0),796963-93-4,21403067,HMDB0240261,,"71581135,42607495",Neg
100000660,402,19132,164204,Lipid,Phosphatidylcholine (PC),2322,NAMED,NRJAVPSFFCBXDT-HUESYALOSA-N,CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP([O-])(OCC[N+](C)(C)C)=O)OC(CCCCCCCCCCCCCCCCC)=O)=O,"1,2-distearoyl-GPC (18:0/18:0)","1,2-distearoyl-GPC (18:0/18:0)",816-94-4,85004,HMDB0008036,,94190,Pos Late
100000706,209,22132,124683,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",347,NAMED,LVRFTAZAXQPQHI-UHFFFAOYSA-N,OC(C(CC(C)C)O)=O,alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,10303-64-7,75520,"HMDB0000665,HMDB00746,HMDB0000624",C03264,"83697,92779,439960",Neg
100000707,305,20676,147767,Lipid,"Fatty Acid, Dicarboxylate",1672,NAMED,VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(C=CC(O)=O)O,maleate,maleate,110-16-7,392248,HMDB0000176,C01384,444266,Polar
100000708,209,44656,126996,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",351,NAMED,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(O)=O,isovalerate (i5:0),isovalerate (C5),503-74-2,10001,HMDB0000718,C08262,10430,Neg
100000763,400,22119,155786,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4256,NAMED,ZAYHVCMSTBRABG-JXOAFFINSA-N,O[C@H]1[C@@H](O)[C@H](N2C(N=C(N)C(C)=C2)=O)O[C@@H]1CO,5-methylcytidine,5-methylcytidine,2140-61-6,83877,HMDB0000982,,92918,Pos Early
100000773,209,22001,126860,Lipid,"Fatty Acid, Monohydroxy",1981,NAMED,NDPLAKGOSZHTPH-UHFFFAOYSA-N,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,88930-08-9,24791,HMDB0001954,C20793,26613,Neg
100000774,209,22130,124681,Amino Acid,Phenylalanine Metabolism,151,NAMED,VOXXWSYKYCBWHO-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),828-01-3,3715,"HMDB0000779,HMDB0000563",C05607,3848,Neg
100000776,402,44681,159624,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1865,NAMED,XOMRRQXKHMYMOC-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),6865-14-1,448,HMDB0000222,C02990,461,Pos Late
100000787,400,22185,155806,Amino Acid,Alanine and Aspartate Metabolism,37,NAMED,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),"997-55-7,997-55-7",58576,HMDB0000812,C01042,65065,Pos Early
100000799,400,27536,155825,Xenobiotics,Food Component/Plant,5106,NAMED,PSFDQSOCUJVVGF-UHFFFAOYSA-N,CC1=NC=CC2=C1NC3=C2C=CC=C3,harmane,harmane,486-84-0,4444755,HMDB0035196,C09209,5281404,Pos Early
100000802,400,32198,155890,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1841,NAMED,RDHQFKQIGNGIED-MRVPVSSYSA-N,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),5080-50-2,5406074,HMDB0000201,C02571,7045767,Pos Early
100000808,305,22176,165753,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",461,NAMED,NOKPBJYHPHHWAN-REOHCLBHSA-N,N[C@H](C(O)=O)CSS(O)(=O)=O,cysteine s-sulfate,cysteine s-sulfate,1637-71-4,102939,HMDB0000731,C05824,115015,Polar
100000809,305,27680,147552,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4321,NAMED,BLHCMGRVFXRYRN-UHFFFAOYSA-N,O=C(O)C1=CC=C(O)N=C1,6-hydroxynicotinate,6-hydroxynicotinate,5006-66-6,65756,HMDB0002658,C01020,72924,Polar
100000826,305,20685,145782,Carbohydrate,Disaccharides and Oligosaccharides,1312,NAMED,JYTUSYBCFIZPBE-FKNOEWBLSA-N,O[C@H]([C@@H](O)[C@H](OC(C(CO)O)C(O)C(O)C(O)=O)O[C@@H]1CO)[C@H]1O,lactobionate,lactobionate,96-82-2,7040,,,7314,Polar
100000827,209,21127,126053,Lipid,Monoacylglycerol,2852,NAMED,QHZLMUACJMDIAE-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)OCC(O)CO,1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),542-44-9,14201,HMDB0011564,,14900,Neg
100000846,305,20699,146508,Xenobiotics,Food Component/Plant,4896,NAMED,UNXHWFMMPAWVPI-UHFFFAOYSA-N,OCC(O)C(CO)O,erythritol,erythritol,149-32-6,13835932,HMDB0002994,C00503,222285,Polar
100000862,209,21133,126055,Xenobiotics,Benzoate Metabolism,4487,NAMED,FJKROLUGYXJWQN-UHFFFAOYSA-N,OC1=CC=C(C(O)=O)C=C1,4-hydroxybenzoate,4-hydroxybenzoate,99-96-7,132,HMDB0000500,C00156,135,Neg
100000882,209,21158,152464,Lipid,"Fatty Acid, Monohydroxy",1987,NAMED,ATRNZOYKSNPPBF-UHFFFAOYSA-N,CCCCCCCCCCCC(O)CC(O)=O,3-hydroxymyristate,3-hydroxymyristate,3422-31-9,15252,HMDB0061656,,16064,Neg
100000924,209,21184,126057,Lipid,Monoacylglycerol,2856,NAMED,RZRNAYUHWVFMIP-KTKRTIGZSA-N,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),111-03-5,4446588,HMDB0011567,,5283468,Neg
100000936,305,44526,147248,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",423,NAMED,QHKABHOOEWYVLI-UHFFFAOYSA-N,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,3715-29-5,48,HMDB0000019,C00141,49,Polar
100000943,209,21232,126858,Lipid,Monoacylglycerol,2872,NAMED,UPWGQKDVAURUGE-KTKRTIGZSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),3443-84-3,4478086,HMDB0011537,,5319879,Neg
100000956,209,21239,128183,Lipid,"Fatty Acid, Monohydroxy",2002,NAMED,KDMSVYIHKLZKET-UHFFFAOYSA-N,OCCCCCCCC(O)=O,8-hydroxyoctanoate,8-hydroxyoctanoate,764-89-6,63018,HMDB0061914,,69820,Neg
100000961,305,22137,147548,Amino Acid,Urea cycle; Arginine and Proline Metabolism,493,NAMED,QUOGESRFPZDMMT-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,156-86-5,8732,HMDB0000670,C01924,9085,Polar
100000963,305,22138,147550,Amino Acid,Urea cycle; Arginine and Proline Metabolism,494,NAMED,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,1190-49-4,58582,HMDB0000679,C02427,65072,Polar
100000987,209,32506,125864,Lipid,Monoacylglycerol,2873,NAMED,IEPGNWMPIFDNSD-HZJYTTRNSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC,2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),3443-82-1,4517636,HMDB0011538,,5365676,Neg
100001006,400,27710,155837,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,NAMED,OKJIRPAQVSHGFK-UHFFFAOYSA-N,O=C(O)C(NC(C)=O)[H],N-acetylglycine,N-acetylglycine,543-24-8,10507,HMDB0000532,,10972,Pos Early
100001007,305,27731,147186,Carbohydrate,Pentose Metabolism,1263,NAMED,QXKAIJAYHKCRRA-BXXZVTAOSA-N,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,ribonate,ribonate,5336-08-3,4574162,HMDB0000867,C01685,5460677,Polar
100001022,305,27738,146524,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4354,NAMED,JPIJQSOTBSSVTP-UHFFFAOYSA-N,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,70753-61-6,133224,"HMDB0062620,HMDB0000943",C01620,"151152,5460407",Polar
100001029,305,27728,146522,Xenobiotics,Chemical,6160,NAMED,DHCLVCXQIBBOPH-UHFFFAOYSA-N,OCC(OP(O)(O)=O)CO,glycerol 2-phosphate,glycerol 2-phosphate,819-83-0,2431,HMDB0002520,C02979,"3611397,2526",Polar
100001034,209,27513,126866,Amino Acid,Tryptophan Metabolism,299,NAMED,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(CC1=CNC2=C1C=CC=C2)=O,indoleacetate,indoleacetate,6505-45-9,780,HMDB0000197,C00954,802,Neg
100001040,209,27447,126071,Lipid,Monoacylglycerol,2857,NAMED,WECGLUPZRHILCT-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),2277-28-3,4446589,HMDB0011568,,5283469,Neg
100001051,400,30460,155848,Amino Acid,Histidine Metabolism,71,NAMED,BRMWTNUJHUMWMS-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,332-80-9,83153,HMDB0000001,C01152,92105,Pos Early
100001055,400,33441,156017,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",426,NAMED,LRCNOZRCYBNMEP-VIFPVBQESA-N,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),25518-49-4,,HMDB0000736,,168379,Pos Early
100001058,400,32461,211484,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4304,NAMED,JOUIQRNQJGXQDC-ZYUZMQFOSA-N,O=P(O)(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N@+]2=CC(C([O-])=O)=CC=C2,nicotinic acid mononucleotide (NaMN),nicotinic acid mononucleotide (NaMN),321-02-8,108821,HMDB0001132,C01185,5288991,Pos Early
100001092,400,32401,155930,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4323,NAMED,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),535-83-1,5369,HMDB0000875,C01004,5570,Pos Early
100001102,209,32388,125800,Lipid,"Fatty Acid, Dicarboxylate",1687,NAMED,TVIDDXQYHWJXFK-UHFFFAOYSA-N,OC(CCCCCCCCCCC(O)=O)=O,dodecanedioate (C12-DC),dodecanedioate (C12),693-23-2,12213,HMDB0000623,C02678,12736,Neg
100001103,400,33487,156024,Amino Acid,Glutamate Metabolism,54,NAMED,ZGEYCCHDTIDZAE-UHFFFAOYSA-N,O=C(CCC(C(O)=O)N)OC,"glutamate, gamma-methyl ester","glutamate, gamma-methyl ester","1499-55-4,1499-55-4",66546,HMDB0061715,,68662,Pos Early
100001104,209,32390,125802,Amino Acid,Tyrosine Metabolism,163,NAMED,CAHKINHBCWCHCF-JTQLQIEISA-N,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,N-acetyltyrosine,N-acetyltyrosine,537-55-3,61606,HMDB0000866,,68310,Neg
100001112,209,32457,151499,Lipid,"Fatty Acid, Monohydroxy",1986,NAMED,MUCMKTPAZLSKTL-UHFFFAOYSA-N,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,53941-38-1,85026,HMDB0000387,,94216,Neg
100001118,400,31580,155865,Nucleotide,"Purine Metabolism, Guanine containing",4190,NAMED,OGHAROSJZRTIOK-KQYNXXCUSA-N,[O-]C1=NC(N)=NC2=C1[N+](C)=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3,7-methylguanosine,7-methylguanosine,20241-86-4,18629955,HMDB0001107,C20674,135445750,Pos Early
100001121,209,31555,124697,Cofactors and Vitamins,Vitamin B6 Metabolism,4452,NAMED,HXACOUQIXZGNBF-UHFFFAOYSA-N,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,82-82-6,6467,HMDB0000017,C00847,6723,Neg
100001122,209,31609,125778,Nucleotide,"Purine Metabolism, Guanine containing",4191,NAMED,UTAIYTHAJQNQDW-KQYNXXCUSA-N,O=C1C2=C(N=C(N)N1C)N([C@@H]([C@H](O)[C@@H]3O)O[C@@H]3CO)C=N2,N1-methylguanosine,1-methylguanosine,2140-65-0,86996,HMDB0001563,,96373,Neg
100001124,400,32493,161419,Amino Acid,Histidine Metabolism,102,NAMED,BXRMEWOQUXOLDH-LURJTMIESA-N,N[C@@H](CC1=CNC=N1)C(OC)=O,histidine methyl ester,histidine methyl ester,1499-46-3,83857,,,92893,Pos Early
100001125,209,31530,125772,Peptide,Dipeptide,986,NAMED,IQHUITKNHOKGFC-CSUXEGHOSA-N,N[C@@H](C(C)O)C(N[C@@H](CC1=CC=CC=C1)C(O)=O)=O,threonylphenylalanine,threonylphenylalanine,16875-27-7,3313819,HMDB0029068,,7010580,Neg
100001126,400,43829,157051,Peptide,Gamma-glutamyl Amino Acid,647,NAMED,AQAKHZVPOOGUCK-XPUUQOCRSA-N,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,gamma-glutamylvaline,gamma-glutamylvaline,2746-34-1,,HMDB0011172,,7015683,Pos Early
100001129,305,31539,146936,Amino Acid,"Glycine, Serine and Threonine Metabolism",23,NAMED,FCXZBWSIAGGPCB-YFKPBYRVSA-N,N[C@H](C(O)=O)CCOC(C)=O,O-acetylhomoserine,O-acetylhomoserine,7540-67-2,388506,HMDB0029423,C01077,439389,Polar
100001133,209,32395,179043,Nucleotide,"Purine Metabolism, Guanine containing",4185,NAMED,RFLVMTUMFYRZCB-UHFFFAOYSA-N,NC(N(C1=O)C)=NC2=C1NC=N2,1-methylguanine,1-methylguanine,938-85-2,63498,HMDB0003282,,70315,Neg
100001148,209,31938,125792,Lipid,"Fatty Acid, Monohydroxy",1996,NAMED,YDCRNMJQROAWFT-UHFFFAOYSA-N,CC(O)CCCC(O)=O,5-hydroxyhexanoate,5-hydroxyhexanoate,44843-89-2,149280,"HMDB0000409,HMDB0000525",,170748,Neg
100001162,400,32452,155955,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1772,NAMED,UFAHZIUFPNSHSL-UHFFFAOYSA-N,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,propionylcarnitine (C3),propionylcarnitine (C3),17298-37-2,96904,HMDB0000824,C03017,107738,Pos Early
100001167,400,35127,156146,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515,NAMED,ONPXCLZMBSJLSP-ALKRTJFJSA-N,OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O,pro-hydroxy-pro,prolylhydroxyproline,18684-24-7,9847785,HMDB0006695,,11902893,Pos Early
100001181,209,32504,125862,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1563,NAMED,YUFFSWGQGVEMMI-JLNKQSITSA-N,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,docosapentaenoate (n3 DPA; 22:5n3),docosapentaenoate (DPA; 22:5n3),2234-74-4,,"HMDB0006528,HMDB0001976",C16513,6441454,Neg
100001182,209,32415,125824,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1578,NAMED,HVGRZDASOHMCSK-AVQMFFATSA-N,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosadienoate (22:2n6),docosadienoate (22:2n6),7370-49-2,4445934,HMDB0061714,C16533,5282807,Neg
100001195,209,32417,125826,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1565,NAMED,WBBQTNCISCKUMU-IUQGRGSQSA-N,CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(O)=O,docosatrienoate (22:3n3),docosatrienoate (22:3n3),59708-86-0,4471981,HMDB0002823,C16534,5312556,Neg
100001197,209,32497,125854,Lipid,Medium Chain Fatty Acid,1501,NAMED,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,O=C(CCCCCCCCC=C)O[H],10-undecenoate (11:1n1),10-undecenoate (11:1n1),1333-28-4,10771160,HMDB0033724,C13910,14891,Neg
100001198,209,32418,125828,Lipid,Long Chain Monounsaturated Fatty Acid,1527,NAMED,YWWVWXASSLXJHU-WAYWQWQTSA-N,O=C(CCCCCCC/C=C\CCCC)O,myristoleate (14:1n5),myristoleate (14:1n5),544-64-9,4444564,HMDB0002000,C08322,5281119,Neg
100001207,400,32349,155910,Amino Acid,Histidine Metabolism,97,NAMED,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,O=C(O)CC1=CNC=N1,4-imidazoleacetate,4-imidazoleacetate,645-65-8,86856,HMDB0002024,C02835,96215,Pos Early
100001211,209,32398,125812,Lipid,"Fatty Acid, Dicarboxylate",1682,NAMED,CXMXRPHRNRROMY-UHFFFAOYSA-N,OC(CCCCCCCCC(O)=O)=O,sebacate (C10-DC),sebacate (C10-DC),111-20-6,5004,HMDB0000792,C08277,5192,Neg
100001229,209,33969,126890,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1558,NAMED,JIWBIWFOSCKQMA-LTKCOYKYSA-N,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O,stearidonate (18:4n3),stearidonate (18:4n3),111174-40-4,4471933,HMDB0006547,C16300,5312508,Neg
100001232,209,33968,126127,Lipid,Medium Chain Fatty Acid,1505,NAMED,IJBFSOLHRKELLR-FPLPWBNLSA-N,CCCCCC\C=C/CCCC(O)=O,5-dodecenoate (12:1n7),5-dodecenoate (12:1n7),2430-94-6,4471803,HMDB0000529,,5312378,Neg
100001247,402,33936,158581,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1853,NAMED,CXTATJFJDMJMIY-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O,octanoylcarnitine (C8),octanoylcarnitine (C8),3671-77-0,110274,HMDB0000791,C02838,"123701,11953814",Pos Late
100001253,400,33943,156041,Amino Acid,Glutamate Metabolism,48,NAMED,KSMRODHGGIIXDV-YFKPBYRVSA-N,OC([C@H](CCC(N)=O)NC(C)=O)=O,N-acetylglutamine,N-acetylglutamine,2490-97-3,158492,HMDB0006029,C02716,182230,Pos Early
100001254,209,33959,126119,Amino Acid,Tryptophan Metabolism,255,NAMED,DZTHIGRZJZPRDV-LBPRGKRZSA-N,O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2,N-acetyltryptophan,N-acetyltryptophan,1218-34-4,610602,HMDB0013713,C03137,"439917,700653",Neg
100001256,209,33950,126109,Amino Acid,Phenylalanine Metabolism,141,NAMED,CBQJSKKFNMDLON-JTQLQIEISA-N,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,N-acetylphenylalanine,N-acetylphenylalanine,2018-61-3,67404,HMDB0000512,C03519,74839,Neg
100001257,305,33942,147568,Amino Acid,Alanine and Aspartate Metabolism,42,NAMED,HXFOXFJUNFFYMO-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(N)=O)=O,N-acetylasparagine,N-acetylasparagine,4033-40-3,90090,HMDB0006028,,99715,Polar
100001258,400,34398,156101,Peptide,Dipeptide,819,NAMED,DKEXFJVMVGETOO-LURJTMIESA-N,OC([C@@H](NC(CN)=O)CC(C)C)=O,glycylleucine,glycylleucine,869-19-2,83812,HMDB0000759,C02155,92843,Pos Early
100001263,402,33955,158599,Lipid,Lysophospholipid,2601,NAMED,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0),17364-16-8,78064,HMDB0010382,C04102,86554,Pos Late
100001266,400,33953,156051,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499,NAMED,SNEIUMQYRCDYCH-LURJTMIESA-N,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,N-acetylarginine,N-acetylarginine,155-84-0,60752,HMDB0004620,C02562,67427,Pos Early
100001271,402,33961,158603,Lipid,Lysophospholipid,2612,NAMED,IHNKQIMGVNPMTC-RUZDIDTESA-N,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-stearoyl-GPC (18:0),1-stearoyl-GPC (18:0),19420-57-6,435389,HMDB0010384,,497300,Pos Late
100001272,402,48258,160285,Lipid,Lysophospholipid,2614,NAMED,YAMUFBLWGFFICM-PTGWMXDISA-N,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1),19420-56-5,17240641,HMDB0002815,C03916,16081932,Pos Late
100001274,209,33939,126095,Amino Acid,"Glycine, Serine and Threonine Metabolism",18,NAMED,PEDXUVCGOLSNLQ-UHFFFAOYSA-N,CC(O)C(C(O)=O)NC(C)=O,N-acetylthreonine,N-acetylthreonine,17093-74-2,3841173,HMDB0062557,,152204,Neg
100001276,209,33967,126125,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",387,NAMED,JDTWZSUNGHMMJM-MSZQBOFLSA-N,CC(N[C@H](C(O)=O)C(C)CC)=O,N-acetylisoleucine,N-acetylisoleucine,3077-46-1,2081100,HMDB0061684,,306109,Neg
